condition,currency,category,year,make,model,location,s/n,reg,total_hours,national_origin,standard_price,hour,price,country
Used,USD,Single Engine Piston,1944,BOEING/STEARMAN,PT-17 KAYDET,"Naperville,
	                           IL
	                           USA",Not Listed,N34KS,1705.0,United States,114900.0,upto 2000 hours,upto 250000,USA
Used,USD,Multi Engine Piston,1944,GRUMMAN,G21 GOOSE,"TX
	                           USA",1138,N68157,23398.0,United States,430000.0,more than 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1944,NORTH AMERICAN AVIATION,AT-6D,AUS,42-85230,VH-NZX,9475.0,United States,189000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1944,NORTH AMERICAN AVIATION,P-51D,"DE
	                           USA",44-75009,N51TC,1903.0,United States,1995000.0,upto 2000 hours,upto 2000000,USA
Used,USD,Single Engine Piston,1944,NORTH AMERICAN AVIATION,AT-6D,"NC
	                           USA",121-41870,N60102,7053.0,United States,229000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1945,PIPER AIRCRAFT,J-3 CUB,"Williamsport,
	                           PA
	                           USA",Not Listed,N42726,450.0,United States,27500.0,upto 1000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1945,Stinson Aircraft Company ,L-5,"Tallulah,
	                           LA
	                           USA",CSL-5G-1,N8829,1039.0,United States,44950.0,upto 2000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1945,TAYLORCRAFT AIRCRAFT,BC-12D,"Clemson,
	                           SC
	                           USA",6570,N39917,2480.0,United States,27900.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1946,AERONCA,11AC CHIEF,"Shelbyville,
	                           TN
	                           USA",11AC-944,9307E,2440.0,United States,21900.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1946,AERONCA,11AC CHIEF,"Daytona Beach,
	                           FL
	                           USA",11AC-280,N85857,3790.0,United States,19500.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1946,PIPER AIRCRAFT,J-3 CUB,"Archie,
	                           MO
	                           USA",Not Listed,Not Listed,725.0,United States,30000.0,upto 1000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1946,PIPER AIRCRAFT,J-3 CUB,"Tulsa,
	                           OK
	                           USA",Not Listed,Not Listed,3900.0,United States,35900.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1946,PIPER AIRCRAFT,J-3 CUB,"FL
	                           USA",20925,N2140M,2648.0,United States,28500.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1946,PIPER AIRCRAFT,L-4 CUB,"Franklin,
	                           VA
	                           USA",12358,N5795N,2100.0,United States,35000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1946,PIPER AIRCRAFT,PA-12 SUPER CRUISER,"Phillips,
	                           WI
	                           USA",14-Dec,N3784M,31.0,United States,165000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1946,TAYLORCRAFT AIRCRAFT,BC-12D,"Lacon,
	                           IL
	                           USA",8245,N96045,185.0,United States,25000.0,upto 1000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,AERONCA,11CC SUPER CHIEF,"IL
	                           USA",7,N4098E,1145.0,United States,35000.0,upto 2000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,BEECHCRAFT,35 BONANZA,"Columbus,
	                           OH
	                           USA",D-756,N3146V,4655.0,United States,37500.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,CESSNA,140,"Caldwell (KEUL),
	                           ID
	                           USA",14567,N2331V,5890.0,United States,25000.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,ERCOUPE,415-C,"Clemson,
	                           SC
	                           USA",3677,N3052H,2600.0,United States,25000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,FIAT,G46,ITA,44-MM-52-8,I-GIGE,1006.0,ITALY,267750.0,upto 2000 hours,upto 500000 hours,Other
Used,USD,Multi Engine Piston,1947,GRUMMAN,MALLARD,"NY
	                           USA",Not Listed,Not Listed,12000.0,United States,1500000.0,more than 10000 hours,upto 2000000,USA
Used,USD,Single Engine Piston,1947,LUSCOMBE AIRCRAFT,8E,"Huntsville,
	                           TX
	                           USA",5220,N2493K,2794.0,United States,34500.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,NORTH AMERICAN AVIATION,A,"Taylor, Texas (T74),
	                           TX
	                           USA",NAV-4-960,N9117R,3280.0,United States,45000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,PIPER AIRCRAFT,J-3 CUB,"Fort Johnson,
	                           NY
	                           USA",23108,N1576N,3655.0,United States,37500.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,PIPER AIRCRAFT,PA-11 CUB SPECIAL,"Calgary
	                           
	                           CAN",Not Listed,C-FOLZ,3387.0,United States,85500.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,PIPER AIRCRAFT,PA-12 SUPER CRUISER,"Greenleaf,
	                           WI
	                           USA",Not Listed,N3846M,3967.0,United States,75000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,PIPER AIRCRAFT,PA-12 SUPER CRUISER,"Murfreesboro,
	                           TN
	                           USA",Dec-97,N4203M,2588.0,United States,92000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,PIPER AIRCRAFT,PA-14,"Wasilla,
	                           AK
	                           USA",Not Listed,N5016H,10.0,United States,87500.0,upto 1000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1947,Stinson Aircraft Company ,108-2,"Cincinnati,
	                           OH
	                           USA",108-3068,N8068K,2444.0,United States,20000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1948,CESSNA,170A,Bowie (OF2),Not Listed,Not Listed,2155.0,United States,55000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1948,LUSCOMBE AIRCRAFT,T8F,"Galesburg,
	                           IL
	                           USA",6249,N1822B,4678.0,United States,39900.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1948,Stinson Aircraft Company ,108-3,"Union,
	                           OR
	                           USA",3802,N802C,3221.0,United States,36500.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1949,CESSNA,190,"New Port Richie,
	                           FL
	                           USA",7416,N9337A,4454.0,United States,54900.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1949,CESSNA,195B,"Payson,
	                           AZ
	                           USA",7447,N9368A,5570.0,United States,75000.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1949,NORTH AMERICAN AVIATION,AT-6G,"Visalia,
	                           CA
	                           USA",49-3179,N5289V,10420.0,United States,195000.0,more than 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1949,NORTH AMERICAN AVIATION,T28A,"Rockford,
	                           IL
	                           USA",49-1525,N76912,3035.0,United States,134000.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1949,PIPER AIRCRAFT,CLIPPER,"Vancouver,
	                           WA
	                           USA",16-623,N5995H,1320.0,United States,26000.0,upto 2000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1949,PIPER AIRCRAFT,CLIPPER,"Webster City,
	                           IA
	                           USA",16-144,N5340H,2590.0,United States,55000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1950,AERONCA,15 AC SEDAN,"RAQUETTE LAKE,
	                           NY
	                           USA",485,N1423H,1396.0,United States,39000.0,upto 2000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1950,DEHAVILLAND,DHC-1,"Ellicott,
	                           CO
	                           USA",1,40291,3012.0,Canada,59000.0,upto 4000 hours,upto 100000,Other
Used,USD,Single Engine Piston,1950,NORTH AMERICAN AVIATION,T28A,"Lincoln Park,
	                           NJ
	                           USA",50-272,N272NA,5222.0,United States,159900.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1950,PIPER AIRCRAFT,SUPER CUB,"Belgrade,
	                           MN
	                           USA",Not Listed,Not Listed,1785.0,United States,95000.0,upto 2000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1951,BEECHCRAFT,C35 BONANZA,"Goodland,
	                           KS
	                           USA",D-2758,N5806C,6716.0,United States,52000.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1951,CESSNA,L19 305A BIRD DOG,"Galesburg,
	                           IL
	                           USA",22705,N705BD,13803.0,United States,119000.0,more than 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1951,CHANCE VOUGHT,F4U CORSAIR,AUS,123168,VH-III,47.0,United States,3450000.0,upto 1000 hours,more than 2000000,USA
Used,USD,Single Engine Piston,1951,DEHAVILLAND,DHC-1,"Tulsa,
	                           OK
	                           USA",146-184,N280RD,3357.0,Canada,90000.0,upto 4000 hours,upto 100000,Other
Used,USD,Single Engine Piston,1951,DEHAVILLAND,DHC-1,"California City,
	                           CA
	                           USA",WD285,N48110,8370.0,Canada,60000.0,upto 10000 hours,upto 100000,Other
Used,USD,Single Engine Piston,1951,PIPER AIRCRAFT,PACER,"Lynden,
	                           WA
	                           USA",Not Listed,Not Listed,2779.0,United States,39950.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1952,DEHAVILLAND,DHC-2,"Hawkesbury,
	                           ON
	                           CAN",Not Listed,Not Listed,15130.0,Canada,225000.0,more than 10000 hours,upto 250000,Other
Used,USD,Single Engine Piston,1952,DEHAVILLAND,DHC-2 MK I,"Wasilla,
	                           AK
	                           USA",251,N67251,14725.0,Canada,600000.0,more than 10000 hours,upto 1000000 hours,Other
Used,USD,Private Jets,1952,NORTH AMERICAN AVIATION,F86,"Titusville,
	                           FL
	                           USA",52-4959,N86FR,4417.0,United States,275000.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1952,NORTH AMERICAN AVIATION,HARVARD IV,"San Diego,
	                           CA
	                           USA",CCF4-110,N44110,5000.0,United States,198000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1953,DEHAVILLAND,DHC-1,"Spanaway,
	                           WA
	                           USA",Not Listed,Not Listed,7657.0,Canada,100000.0,upto 10000 hours,upto 100000,Other
Used,USD,Single Engine Piston,1953,DEHAVILLAND,DHC-2 MK I,"Canada,
	                           QC
	                           CAN",Not Listed,Not Listed,110.0,Canada,453000.0,upto 1000 hours,upto 500000 hours,Other
Used,USD,Single Engine Piston,1953,DEHAVILLAND,DHC-2 MK I,"Canada,
	                           QC
	                           CAN",Not Listed,Not Listed,13444.0,Canada,199000.0,more than 10000 hours,upto 250000,Other
Used,USD,Single Engine Piston,1953,NORTH AMERICAN AVIATION,T28A,"Daytona Beach,
	                           FL
	                           USA",Not Listed,N3313G,4300.0,United States,165000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1953,PIPER AIRCRAFT,SUPER CUB,"Boynton Beach,
	                           FL
	                           USA",18-2400,N286T,6100.0,United States,79500.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1953,PIPER AIRCRAFT,SUPER CUB,"Eugene,
	                           OR
	                           USA",18-3072,N3677A,2600.0,United States,77750.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1953,PIPER AIRCRAFT,SUPER CUB,"Princeton,
	                           IN
	                           USA",18-2342,N228T,4210.0,United States,115000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1954,BEECHCRAFT,E35 BONANZA,"Pittstown,
	                           NJ
	                           USA",D-3727,N3510B,5835.0,United States,46900.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1954,BEECHCRAFT,T34A MENTOR,"Stuart,
	                           FL
	                           USA",G119,N6HK,6639.0,United States,179000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1954,BUCKER,BU-131 JUNGMANN,ESP,2193 EB3-5,EC-JXT,122.0,Germany,129710.0,upto 1000 hours,upto 250000,Other
Used,USD,Single Engine Piston,1954,DEHAVILLAND,DHC-2 MK I,"Canada,
	                           QC
	                           CAN",Not Listed,Not Listed,18092.0,Canada,267500.0,more than 10000 hours,upto 500000 hours,Other
Used,USD,Single Engine Piston,1954,PIPER AIRCRAFT,SUPER CUB,"Grants Pass,
	                           OR
	                           USA",18-3324,N811CG,2526.0,United States,179000.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1954,PIPER AIRCRAFT,SUPER CUB,"Mc Allen,
	                           TX
	                           USA",Not Listed,N8214C,1755.0,United States,83900.0,upto 2000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1954,PIPER AIRCRAFT,TRI-PACER,"Bardstown,
	                           KY
	                           USA",22-1924,N3664A,3026.0,United States,15000.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1955,BEECHCRAFT,F35 BONANZA,"Stuart,
	                           FL
	                           USA",D4039,N3372C,3053.0,United States,62900.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1955,BEECHCRAFT,F35 BONANZA,"Livermore,
	                           CA
	                           USA",D4374,N5080B,3589.0,United States,24950.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1955,BEECHCRAFT,T34A MENTOR,"PITTSBURGH,
	                           PA
	                           USA",Not Listed,N400YC,4462.0,United States,370000.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1955,DEHAVILLAND,DHC-2,"Hawkesbury,
	                           QC
	                           CAN",Not Listed,Not Listed,13165.0,Canada,337000.0,more than 10000 hours,upto 500000 hours,Other
Used,USD,Multi Engine Piston,1956,BEECHCRAFT,D50 TWIN BONANZA,"GA81,
	                           GA
	                           USA",Not Listed,N85MC,9950.0,United States,76500.0,upto 10000 hours,upto 100000,USA
Used,USD,Private Jets,1958,CANADAIR,T-33 SILVER STAR,"Reno,
	                           NV
	                           USA",613,Not Listed,6253.0,Canada,68500.0,upto 10000 hours,upto 100000,Other
Used,USD,Private Jets,1958,CANADAIR,T-33 SILVER STAR,"Reno,
	                           WA
	                           USA",Not Listed,Not Listed,6698.0,Canada,68000.0,upto 10000 hours,upto 100000,Other
